run_id,run_name,state,created_at,url,summary.f1,summary.map50,summary.map50_95,summary.precision,summary.recall,summary.train_time_s,config.lr0,config.batch,config.model,config.epochs,config.weight_decay,summary.epoch,summary.lr,summary.train/detection_f1,summary.train/fire_iou,summary.train/loss,summary.val/detection_f1,summary.val/fire_dice,summary.val/fire_iou,summary.val/fire_precision,summary.val/fire_recall,summary.val/loss,summary.val/mean_iou,config.device,config.batch_size,config.num_epochs,config.focal_gamma,config.in_channels,config.num_classes,config.patches_dir,config.learning_rate,config.use_focal_loss,config.use_fire_augment,config.use_class_weights,config.fire_sample_weight,config.use_weighted_sampling,summary.train/acc,summary.train/f1,summary.train/precision,summary.train/recall,summary.val/acc,summary.val/auc,summary.val/f1,summary.val/precision,summary.val/recall,config.dropout,config.pos_weight,summary.train/mean_iou,config.lr,config.dual_head,config.checkpoint,config.severity_finetune,config.architecture,config.encoder_name,config.sen2fire_dir,config.combined_binary
puesc2dd,scratch-tune-top1-lr2.4e-04-wd6.5e-05-do0.30,finished,2026-03-07T12:25:50Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/puesc2dd,,,,,,,,,ScratchFireModel,,6.472417113680369e-05,0.0,,,,0.7151384234428406,,,,,,0.7035083770751953,,cuda,16.0,1.0,,,,/opt/deeplearning/aidl-project/aidlfire/patches,0.00023972843129529872,,,,,,0.4749999999703125,0.39169719132618985,0.6999999998033333,0.28828671325811533,0.4374999999726562,0.6793650793650794,0.0,0.0,0.0,0.3,,,,,,,,,,
yfyeslg1,scratch-tune-top3-lr4.4e-04-wd3.2e-04-do0.30,finished,2026-03-07T09:32:25Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/yfyeslg1,,,,,,,,,ScratchFireModel,,0.0003184387531960317,9.0,,,,0.36841748427881416,,,,,,0.408555110182726,,cuda,16.0,10.0,,,,/home/anadal/workspace/aidlfire/aidlfire/fire-pipeline/patches,0.00043589650464489983,,,,,,0.8403480709940292,0.8441954933431415,0.9374236698033972,0.7882180114699319,0.8301767676229882,0.8989665399557207,0.6006511245619589,0.6925328317485213,0.5673897229496675,0.3,,,,,,,,,,
wr692dpd,scratch-tune-top2-lr1.2e-04-wd3.7e-06-do0.40,finished,2026-03-07T09:28:17Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/wr692dpd,,,,,,,,,ScratchFireModel,,3.6808223882274896e-06,9.0,,,,0.3927162124329254,,,,,,0.5259093324268105,,cuda,16.0,10.0,,,,/home/anadal/workspace/aidlfire/aidlfire/fire-pipeline/patches,0.00011801821078642811,,,,,,0.8211182199639153,0.8273459945517979,0.9163377820732418,0.7734835366807252,0.7765151514647253,0.8958686661932411,0.6076671655731063,0.6017642709843525,0.711044594978015,0.4,,,,,,,,,,
xgy1hy0y,scratch-tune-top1-lr2.9e-04-wd2.8e-04-do0.10,finished,2026-03-07T09:24:13Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/xgy1hy0y,,,,,,,,,ScratchFireModel,,0.0002820456035804238,9.0,,,,0.3726021516285524,,,,,,0.36410834926246394,,cuda,16.0,10.0,,,,/home/anadal/workspace/aidlfire/aidlfire/fire-pipeline/patches,0.0002853359040109884,,,,,,0.8356808632021083,0.8373380963193622,0.9369372747773796,0.7740540679236936,0.8648989898430405,0.9146463929153266,0.6019415083690869,0.713853906834014,0.5540692471334787,0.1,,,,,,,,,,
7ql5q0zk,v3_combined_binary_resnet50_unetpp,finished,2026-03-05T22:33:35Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/7ql5q0zk,,,,,,,,,,50.0,,27.0,2.5e-05,0.9107687309774992,0.8231128454208374,0.11485765532079616,0.8455069379317447,,0.7791114449501038,,0.9286364912986756,0.1820489711343096,,,16.0,,,8.0,2.0,../patches,,,,,,,,,,,,,,,,,,,0.0001,False,,,unetplusplus,resnet50,../data-sen2fire,True
kraosdtl,v3_finetune_severity_resnet34_unet,finished,2026-03-05T22:14:07Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/kraosdtl,,,,,,,,,,30.0,,15.0,0.0005,,0.3228093981742859,0.9345112670792474,,,0.36528632044792175,,0.5584101676940918,0.6978427961468696,0.3346068859100342,,16.0,,,8.0,5.0,../patches_gra,,,,,,,,,,,,,,,,,,0.31884104013442993,0.001,True,output/v3_combined_binary_resnet34_unet/checkpoints/best_model.pt,True,,,,
wf7soxxj,v3_combined_binary_resnet34_unet,finished,2026-03-05T21:02:01Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/wf7soxxj,,,,,,,,,,50.0,,17.0,2.5e-05,0.902685541553733,0.8003648519515991,0.12842668474338148,0.8523709109979704,,0.7649958729743958,,0.9286423921585084,0.18797263765277772,,,16.0,,,8.0,2.0,../patches,,,,,,,,,,,,,,,,,,,0.0001,False,,,unet,resnet34,../data-sen2fire,True
dm06gu1w,stilted-violet-34,killed,2026-03-05T20:54:12Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/dm06gu1w,,,,,,,,,,50.0,,1.0,0.0001,0.8211255657212689,0.665248453617096,0.23515110694174204,0.8805648699624509,,0.755501925945282,,0.8398876190185547,0.21694964680534143,,,16.0,,,8.0,2.0,../patches,,,,,,,,,,,,,,,,,,,0.0001,False,,,unet,resnet34,../data-sen2fire,True
7lc0krfi,unet_scratch_e15_bs16_lr1e-3_wd1e-3,finished,2026-03-05T11:53:01Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/7lc0krfi,,,,,,,,,UNetScratch,,0.001,14.0,0.001,0.8412756806193066,0.7273918390274048,0.2009598680560579,0.8595036369681976,0.8992719650268555,0.8169792294502258,0.8666911721229553,0.9343979954719543,0.15547790163845726,0.8908706903457642,cuda,16.0,15.0,2.0,7.0,2.0,patches,0.001,False,True,True,5.0,False,,,,,,,,,,,,,,,,,,,,
edqzk970,cnn_scratch_e15_bs16_lr1e-3_wd1e-3,finished,2026-03-05T11:24:14Z,https://wandb.ai/adrian-corvin-salceanu-upc-barcelona/fire-detection/runs/edqzk970,,,,,,,,,ScratchFireModel,,0.001,14.0,,,,0.3479063186262335,,,,,,0.34011638288696605,,cuda,16.0,15.0,,,,patches,0.001,,,,,,0.8520339953630474,0.8536235516350027,0.949204605951774,0.7904231796689907,0.8996212120630923,0.938913070721417,0.6527297505688071,0.7485690233608715,0.6046996352532201,0.3,,,,,,,,,,
